Date,momentum3close,momentum4close,momentum5close,momentum6close,momentum7close,momentum8close,momentum9close,momentum10close,stoch3K,stoch3D,stoch4K,stoch4D,stoch5K,stoch5D,stoch6K,stoch6D,stoch7K,stoch7D,stoch8K,stoch8D,stoch9K,stoch9D,stoch10K,stoch10D,will6R,will7R,will8R,will9R,will10R,proc12close,proc13close,proc14close,proc15close,wadl15close,adosc2AD,macd45,cci15close,bollinger15upper,bollinger15mid,bollinger15lower,paverage2open,paverage2high,paverage2low,paverage2close,slope3high,slope4high,slope5high,slope10high,slope20high,slope30high,open,high,low,close,difference,status
3/1/2018 18:00,0.00046,0.00104,-0.00046,0.00049,0.00132,0.00104,-0.001,-0.00144,84.3003413,80.06152856,79.42122186,78.51918903,79.42122186,73.13314199,79.42122186,67.20734625,66.57681941,61.43788205,61.9047619,57.01754386,61.9047619,50.70876914,54.28571429,44.65670873,-20.57877814,-33.42318059,-38.0952381,-38.0952381,-45.71428571,-0.001403037,-0.002487892,-0.001883645,-0.001535665,-7.6065022,-18087.27442,-0.000463705,0.085307213,1.205843216,1.203284,1.200724784,1.20287,1.203085,1.20233,1.202785,0.00035,4.40E-05,-6.20E-05,-0.000124545,-0.000217962,-0.000124776,1.20273,1.20298,1.20222,1.20284,0.00011,1
3/1/2018 19:00,-0.00136,-0.00073,-0.00015,-0.00165,-0.0007,0.00013,-0.00015,-0.00219,44.29065744,68.15841437,43.68600683,66.33049102,41.15755627,65.48767417,41.15755627,61.39687932,41.15755627,55.62741512,34.50134771,51.85132643,32.0802005,48.61769809,32.0802005,42.56563768,-58.84244373,-58.84244373,-65.49865229,-67.9197995,-67.9197995,-0.001893798,-0.002390974,-0.003474756,-0.002871107,-26.2497358,-39135.39017,-0.000521194,0.082541252,1.205529571,1.203053333,1.200577096,1.202785,1.202995,1.201185,1.202245,-0.00014,0.00014,6.00E-06,-7.12E-05,-0.000217827,-0.000124247,1.20284,1.20301,1.20015,1.20165,-0.00119,0
3/1/2018 20:00,-0.00145,-0.00173,-0.0011,-0.00052,-0.00202,-0.00107,-0.00024,-0.00052,-55.90551181,24.22849564,31.48788927,51.53170599,31.05802048,50.54559954,29.26045016,49.94640943,29.26045016,45.66494195,29.26045016,41.88885326,24.52830189,39.50442143,22.80701754,36.39097744,-70.73954984,-70.73954984,-70.73954984,-75.47169811,-77.19298246,-0.002491115,-0.002201125,-0.002698148,-0.003781596,-39.1728374,-62287.7912,-0.000585394,0.070043282,1.204850632,1.202749333,1.200648035,1.20225,1.202965,1.20061,1.201465,-9.00E-05,-9.60E-05,7.60E-05,2.67E-06,-0.000201759,-0.000123297,1.20166,1.20292,1.20107,1.20128,-0.00037,0
3/1/2018 21:00,-0.00138,-0.00127,-0.00155,-0.00092,-0.00034,-0.00184,-0.00089,-6.00E-05,43.09210526,10.49241696,42.1221865,39.0986942,42.1221865,38.11258775,41.58730159,37.33510267,39.33933934,36.58578192,39.33933934,34.36704574,39.33933934,31.98261391,33.33333333,29.40685046,-58.41269841,-60.66066066,-60.66066066,-60.66066066,-66.66666667,-0.001977007,-0.002341648,-0.002051614,-0.002548712,-37.0032853,-62711.18729,-0.000622757,0.065021055,1.204495298,1.202544667,1.200594035,1.201455,1.20227,1.20105,1.20137,-3.00E-05,-7.80E-05,-8.60E-05,6.93E-05,-0.00018515,-0.000126674,1.20125,1.20162,1.20103,1.20146,0.00018,1
3/1/2018 22:00,-0.0005,-0.00169,-0.00158,-0.00186,-0.00123,-0.00065,-0.00215,-0.0012,34.96503497,7.383876139,32.89473684,35.5016042,32.15434084,35.11151594,32.15434084,34.33403086,31.74603175,33.44860708,30.03003003,32.87660651,30.03003003,31.29922375,30.03003003,28.7234603,-67.84565916,-68.25396825,-69.96996997,-69.96996997,-69.96996997,-0.000540855,-0.002234516,-0.002599063,-0.002309104,-38.6664248,-63620.46889,-0.000666311,0.063815442,1.204273797,1.202359333,1.20044487,1.201355,1.20166,1.201065,1.201305,-0.000695,-0.000417,-0.00032,-6.55E-05,-0.000182654,-0.000146147,1.20146,1.2017,1.2011,1.20115,-0.00031,0
3/1/2018 23:00,-0.00016,-0.00053,-0.00172,-0.00161,-0.00189,-0.00126,-0.00068,-0.00218,33.91608392,37.32440805,33.91608392,36.31100242,31.90789474,35.39480736,31.18971061,34.97711768,31.18971061,34.0916939,30.79365079,33.38767339,29.12912913,32.83283283,29.12912913,30.83083083,-68.81028939,-68.81028939,-69.20634921,-70.87087087,-70.87087087,-0.000332912,-0.000565818,-0.002259436,-0.002623974,-39.9575965,-67388.86556,-0.000698315,0.056370017,1.203839767,1.202148667,1.200457566,1.2013,1.201565,1.200895,1.201135,-0.00061,-0.000523,-0.000395,-0.000161152,-0.00018815,-0.000154541,1.20114,1.20143,1.20069,1.20112,-3E-05,0
4/1/2018 0:00,-0.00044,-0.00026,-0.00063,-0.00182,-0.00171,-0.00199,-0.00136,-0.00078,-0.529100529,22.78400612,30.41958042,32.41013373,30.41958042,31.49393866,28.61842105,30.6541575,27.97427653,30.30333963,27.97427653,29.59931912,27.61904762,28.92606893,26.12612613,28.42842843,-71.38157895,-72.02572347,-72.02572347,-72.38095238,-73.87387387,-0.001106167,-0.00041614,-0.000649026,-0.002342504,-40.6967505,-73244.39093,-0.000724704,0.050055504,1.203462332,1.201960667,1.200459002,1.20113,1.20129,1.200575,1.20107,-9.50E-05,-0.000439,-0.000438,-0.000189939,-0.000200414,-0.000166656,1.20112,1.20115,1.20046,1.20102,-1E-04,0
4/1/2018 1:00,-0.00035,-0.00066,-0.00048,-0.00085,-0.00204,-0.00193,-0.00221,-0.00158,10.89108911,14.7593575,4.932735426,23.08946659,22.72727273,28.35158263,22.72727273,27.51180146,21.38157895,26.84852203,20.90032154,26.55608295,20.90032154,25.88283276,20.63492063,25.2967253,-77.27272727,-78.61842105,-79.09967846,-79.09967846,-79.36507937,-0.00207762,-0.001289142,-0.000599241,-0.000832085,-42.2597649,-77064.87787,-0.000753325,0.053887478,1.203510624,1.201894,1.200277376,1.201065,1.201135,1.20049,1.20091,-0.000275,-0.000168,-0.000373,-0.000221152,-0.000202293,-0.000181446,1.20101,1.20112,1.20052,1.2008,-0.00022,0
4/1/2018 2:00,0.00068,0.00065,0.00034,0.00052,0.00015,-0.00104,-0.00093,-0.00121,108.0645161,39.47550157,108.0645161,47.80561066,54.47154472,35.87279929,57.69230769,36.34600049,57.69230769,35.68272106,54.27631579,34.38363795,53.05466238,33.85801051,53.05466238,33.27190305,-42.30769231,-42.30769231,-45.72368421,-46.94533762,-46.94533762,0,-0.001246572,-0.000457438,0.000233038,-35.9103363,-66091.0322,-0.000712014,0.053484587,1.203517204,1.201912667,1.200308129,1.200905,1.201525,1.20065,1.2013,-0.000155,-0.000202,-0.000155,-0.000281939,-0.000189383,-0.000191962,1.2008,1.20193,1.20078,1.2018,0.001,1
4/1/2018 3:00,0.00045,0.00035,0.00032,1.00E-05,0.00019,-0.00018,-0.00137,-0.00126,104.1237113,74.35977219,81.4516129,64.81628815,81.4516129,52.88347678,41.05691057,40.49216366,46.15384615,41.7425776,46.15384615,40.4434945,43.42105263,39.12534552,42.4437299,38.71110431,-58.94308943,-53.84615385,-53.84615385,-56.57894737,-57.5562701,-0.000756832,-0.000274588,-0.001520818,-0.0007319,-37.5380693,-56863.04886,-0.000691853,0.053345118,1.203454354,1.201854,1.200253646,1.201295,1.20187,1.201025,1.201635,0.00039,0.000147,1.50E-05,-0.000230606,-0.000155586,-0.000190525,1.20179,1.20181,1.20127,1.20147,-0.00033,0
4/1/2018 4:00,0.001,0.00078,0.00068,0.00065,0.00034,0.00052,0.00015,-0.00104,91.15646259,101.1148967,91.15646259,93.55753054,91.15646259,75.69320673,91.15646259,63.30189362,54.47154472,52.77256619,57.69230769,52.70748988,57.69230769,51.3893409,54.27631579,49.92490269,-8.843537415,-45.52845528,-42.30769231,-42.30769231,-45.72368421,-0.00100581,-0.000482377,0,-0.001246572,-36.0459248,-53175.17829,-0.000650342,0.046208499,1.203140255,1.201754,1.200367745,1.20163,1.202035,1.20137,1.201635,0.000345,0.000279,0.000154,-0.000174364,-0.000135579,-0.000184908,1.20147,1.20226,1.20147,1.2018,0.00033,1
4/1/2018 5:00,0.00014,0.00114,0.00092,0.00082,0.00079,0.00048,0.00066,0.00029,100.7092199,98.66313126,100.6802721,91.09611587,100.6802721,91.09611587,100.6802721,77.63121509,100.6802721,67.10188766,60.16260163,54.66958516,62.58741259,54.5669243,62.58741259,53.10248609,0.680272109,0.680272109,-39.83739837,-37.41258741,-37.41258741,-0.000656839,-0.000889436,-0.000365941,0.000116492,-33.5386928,-47860.93656,-0.000602865,0.046315458,1.203152797,1.201763333,1.20037387,1.20164,1.20229,1.201465,1.20187,0.000165,0.00033,0.000291,-9.08E-05,-0.00011394,-0.00017842,1.20181,1.20232,1.20146,1.20194,0.00014,1
4/1/2018 6:00,0.00134,0.00101,0.00201,0.00179,0.00169,0.00166,0.00135,0.00153,137.1621622,109.6759482,131.6091954,107.81531,130.5555556,107.4640967,130.5555556,107.4640967,130.5555556,95.23579079,130.5555556,82.80348829,95.52845528,71.93605852,93.00699301,69.95690713,30.55555556,30.55555556,30.55555556,-4.471544715,-6.993006993,-2.49E-05,6.65E-05,-0.00016625,0.000357624,-23.7961395,-28638.86878,-0.000507751,0.04866484,1.203251945,1.201792,1.200332055,1.20187,1.203075,1.2016,1.202375,0.000255,0.000162,0.000273,6.67E-06,-8.77E-05,-0.000165081,1.20193,1.20383,1.20174,1.20281,0.00087,1
4/1/2018 7:00,0.00106,0.00139,0.00106,0.00206,0.00184,0.00174,0.00171,0.0014,151.4285714,129.7666511,135.0649351,122.4514675,130,120.4119426,129.0322581,120.0893619,129.0322581,120.0893619,129.0322581,106.5834717,129.0322581,95.71604198,97.56097561,84.38512707,29.03225806,29.03225806,29.03225806,29.03225806,-2.43902439,0.001006949,1.66E-05,0.000108087,-0.000124687,-20.3631189,-3657.398545,-0.000422852,0.047528237,1.203207847,1.201782,1.200356153,1.20237,1.203805,1.202145,1.202835,0.000785,0.000612,0.000431,0.000188909,-4.13E-05,-0.000141664,1.20281,1.20378,1.20255,1.20286,5E-05,1
4/1/2018 8:00,0.00067,0.00081,0.00114,0.00081,0.00181,0.00159,0.00149,0.00146,48.52320675,112.3713134,52.34375,106.3392935,60,106.8518519,63.14199396,107.5766025,63.79821958,107.7953444,63.79821958,107.7953444,63.79821958,96.11964431,63.79821958,84.7887294,-36.85800604,-36.20178042,-36.20178042,-36.20178042,-36.20178042,0.001107152,0.000798902,-0.000191214,-9.98E-05,-29.5273677,-3951.609431,-0.000364766,0.046807814,1.203178234,1.201774,1.200369766,1.20283,1.203655,1.20236,1.202735,0.00073,0.000607,0.000551,0.000270727,-2.94E-05,-0.000117766,1.20285,1.20353,1.20217,1.20261,-0.00025,0
4/1/2018 9:00,0.00153,0.0024,0.00254,0.00287,0.00254,0.00354,0.00332,0.00322,121.5189873,107.1569218,121.5189873,102.9758908,119.921875,103.3072917,116.7213115,102.9651878,115.407855,102.7461109,115.1335312,102.6546696,115.1335312,102.6546696,115.1335312,92.16424212,16.72131148,15.40785498,15.13353116,15.13353116,15.13353116,0.002397084,0.002547283,0.002238589,0.001247049,-11.2260414,11094.28784,-0.000211653,0.062232437,1.203740973,1.201874,1.200007027,1.202715,1.20407,1.20235,1.203475,-0.00015,0.000358,0.0004,0.000318061,-1.65E-05,-0.000101437,1.20258,1.20461,1.20253,1.20434,0.00173,1
4/1/2018 10:00,0.00229,0.00234,0.00321,0.00335,0.00368,0.00335,0.00435,0.00413,163.1578947,111.0666963,155.6962025,109.85298,155.6962025,111.8726925,151.5625,110.4752685,143.2786885,107.494921,139.8791541,106.2703016,139.1691395,106.0336301,139.1691395,106.0336301,51.5625,43.27868852,39.87915408,39.16913947,39.16913947,0.003330142,0.003071263,0.003221564,0.002912662,-0.446664,40512.87852,-3.65E-05,0.083694253,1.204618161,1.202107333,1.199596506,1.203455,1.2051,1.203345,1.204745,0.000415,0.000209,0.000428,0.000384121,2.74E-05,-8.10E-05,1.20433,1.20559,1.20416,1.20515,0.00081,1
4/1/2018 11:00,0.00362,0.00337,0.00342,0.00429,0.00443,0.00476,0.00443,0.00543,166.3934426,150.3567749,156.445993,144.5537276,151.4285714,142.348883,151.4285714,139.9041276,148.502994,135.7298458,142.2976501,132.4367785,139.608802,131.3038242,139.0361446,131.1129384,51.42857143,48.50299401,42.29765013,39.60880196,39.03614458,0.004254363,0.00422928,0.00397017,0.004120605,16.2260826,65880.17754,0.000171352,0.108002489,1.205677408,1.202437333,1.199197259,1.20474,1.206095,1.20443,1.20569,0.00103,0.000651,0.000435,0.000446424,8.08E-05,-5.01E-05,1.20515,1.2066,1.2047,1.20623,0.00108,1
4/1/2018 12:00,0.00273,0.00446,0.00421,0.00426,0.00513,0.00527,0.0056,0.00527,143.2748538,157.6087304,143.2748538,151.8056831,138.4415584,148.5221108,135.8353511,146.2754742,135.8353511,142.5390112,134.2592593,138.8120212,130.7692308,136.5157241,129.1913215,135.7988685,35.83535109,35.83535109,34.25925926,30.76923077,29.1913215,0.005037385,0.00495371,0.00492861,0.004669319,27.7967741,86024.65172,0.000390112,0.132319447,1.206780917,1.202811333,1.19884175,1.20569,1.20703,1.20532,1.20665,0.000995,0.001019,0.00077,0.000508,0.000132406,-8.87E-06,1.20623,1.20746,1.20594,1.20707,0.00084,1
4/1/2018 13:00,0.00108,0.00189,0.00362,0.00337,0.00342,0.00429,0.00443,0.00476,90.90909091,133.5257958,91.64785553,130.4562341,91.64785553,127.1726618,92.38683128,126.5502513,92.80155642,125.7133005,92.80155642,123.1194886,93.05816135,121.145398,93.64261168,120.6233593,-7.613168724,-7.19844358,-7.19844358,-6.941838649,-6.357388316,0.004521985,0.004337979,0.004254363,0.00422928,9.2902833,96177.30254,0.000515963,0.140699387,1.207370982,1.20315,1.198929018,1.206655,1.20748,1.20575,1.20665,0.000935,0.000956,0.000985,0.000604061,0.000202271,3.85E-05,1.20708,1.2075,1.20556,1.20623,-0.00084,0
4/1/2018 14:00,0.00202,0.0031,0.00391,0.00564,0.00539,0.00544,0.00631,0.00645,123.9393939,119.3744462,116.0243408,116.98235,114.9338374,115.0077505,114.9338374,114.3853399,113.8111888,114.1493654,113.1666667,113.4091608,113.1666667,112.3313529,112.7625202,111.8654845,14.93383743,13.81118881,13.16666667,13.16666667,12.76252019,0.00536695,0.006204197,0.006019883,0.005936126,42.8212521,119927.8582,0.000735301,0.160216494,1.208431828,1.203625333,1.198818839,1.20667,1.208065,1.205795,1.20724,0.00045,0.000659,0.000765,0.000627273,0.000265286,7.75E-05,1.20626,1.20863,1.20603,1.20825,0.00202,1
4/1/2018 15:00,0.00038,0.00122,0.0023,0.00311,0.00484,0.00459,0.00464,0.00551,98.21428571,104.3542569,98.50299401,102.0583968,98.99396378,101.8585522,99.0619137,102.1275275,99.0619137,101.891553,99.13194444,101.7000558,99.17218543,101.7990045,99.17218543,101.8591058,-0.938086304,-0.938086304,-0.868055556,-0.82781457,-0.82781457,0.004977236,0.004701281,0.005537975,0.005353783,21.9774586,133561.9073,0.000861139,0.165176539,1.209009296,1.204054,1.199098704,1.207245,1.208765,1.2066,1.20785,0.000585,0.000613,0.000698,0.000673152,0.000334647,0.000118516,1.20823,1.2089,1.20717,1.20745,-0.0008,0
4/1/2018 16:00,0.00011,-0.00073,0.00011,0.00119,0.002,0.00373,0.00348,0.00353,25.40716612,82.52028193,41.7302799,85.41920489,48.76957494,87.56579205,62.45901639,92.15158917,64.55108359,92.4747287,64.55108359,92.28323157,66.76342525,93.03409245,68.06136681,93.33202414,-37.54098361,-35.44891641,-35.44891641,-33.23657475,-31.93863319,0.003777667,0.004053368,0.003777667,0.004613591,4.2075762,127135.2637,0.000890869,0.157896423,1.209160226,1.204423333,1.199686441,1.207845,1.2083,1.20664,1.206895,0.0007,0.000545,0.000577,0.000660545,0.000399842,0.000159628,1.20746,1.2077,1.20611,1.20634,-0.00111,0
4/1/2018 17:00,-0.00078,0.00124,0.0004,0.00124,0.00232,0.00313,0.00486,0.00461,57.18562874,60.26902686,57.18562874,65.80630088,65.95238095,71.23863989,69.83122363,77.11738457,77.55102041,80.3880059,78.75185736,80.81162846,78.75185736,81.56248935,80.02793296,82.42049507,-30.16877637,-22.44897959,-21.24814264,-21.24814264,-19.97206704,0.004600895,0.004717923,0.004993882,0.004717923,18.227284,127173.7276,0.00097559,0.158154609,1.209545972,1.204801333,1.200056695,1.2069,1.20777,1.206155,1.206905,-0.000465,8.70E-05,0.000188,0.000603394,0.000437617,0.000189048,1.20634,1.20784,1.2062,1.20747,0.00113,1
4/1/2018 18:00,-0.00095,-0.00175,0.00027,-0.00057,0.00027,0.00135,0.00216,0.00389,16.37630662,32.9897005,28.14371257,42.35320707,28.14371257,47.62188949,42.85714286,58.38246096,49.36708861,63.8230642,62.32339089,68.54211061,64.33878158,69.95135473,64.33878158,70.80936045,-57.14285714,-50.63291139,-37.67660911,-35.66121842,-35.66121842,0.003067816,0.003793867,0.0039108,0.004186538,2.6828765,119948.7862,0.000979021,0.1478862,1.209573253,1.205136667,1.200700081,1.20691,1.207945,1.206155,1.206985,-0.00053,-0.000357,-2.50E-05,0.000503636,0.000449677,0.000202794,1.20748,1.20805,1.20611,1.2065,-0.00097,0
